Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
269,Kenyon Martin\martike01,PF,32,DEN,58,58,34.2,4.9,10.7,0.456,0.1,0.5,0.276,4.7,10.2,0.465,0.463,1.6,2.9,0.557,2.4,7,9.4,1.9,1.2,1.1,1.6,3.2,11.5
270,Kevin Martin\martike02,SG,26,TOT,46,43,35.5,6.3,15.1,0.417,1.5,4.6,0.333,4.8,10.5,0.453,0.468,6.5,7.4,0.876,0.6,2.9,3.6,2.4,1,0.1,2,2.1,20.6
270,Kevin Martin\martike02,SG,26,SAC,22,21,35.2,6.1,15.4,0.398,1.8,5,0.355,4.4,10.4,0.419,0.456,5.8,7,0.819,0.9,3.4,4.3,2.6,1,0.2,1.6,2.3,19.8
270,Kevin Martin\martike02,SG,26,HOU,24,22,35.8,6.4,14.8,0.435,1.3,4.2,0.31,5.1,10.6,0.484,0.479,7.1,7.7,0.924,0.4,2.5,2.9,2.3,1,0.1,2.4,1.9,21.3
271,Desmond Mason\masonde01,SF,32,SAC,5,4,13.2,1,2.4,0.417,0,0,,1,2.4,0.417,0.417,0.6,0.8,0.75,0.8,1.8,2.6,0.4,0.2,0.2,0.8,1,2.6
272,Roger Mason\masonro01,SG,29,SAS,79,5,19.2,2.4,6.3,0.389,1.1,3.3,0.333,1.3,2.9,0.453,0.478,0.3,0.4,0.794,0.1,1.9,2.1,1.7,0.4,0.2,0.7,1.3,6.3
273,Wesley Matthews\matthwe02,SG,23,UTA,82,48,24.7,3.3,6.9,0.483,0.8,2,0.382,2.6,4.9,0.525,0.539,2,2.4,0.829,0.6,1.7,2.3,1.5,0.8,0.2,1.1,1.9,9.4
274,Jason Maxiell\maxieja01,C,26,DET,76,29,20.4,2.8,5.5,0.511,0,0,0,2.8,5.4,0.512,0.511,1.2,2,0.574,2.1,3.2,5.3,0.5,0.5,0.5,0.9,2.3,6.8
275,Sean May\mayse01,C,25,SAC,37,4,8.9,1.4,3,0.459,0,0.1,0,1.4,2.9,0.477,0.459,0.6,0.9,0.656,0.5,1.4,1.9,0.5,0.3,0.2,0.5,1.2,3.3
276,Eric Maynor\maynoer01,PG,22,TOT,81,2,15.7,1.9,4.5,0.418,0.3,0.9,0.31,1.6,3.7,0.444,0.448,0.6,0.9,0.722,0.3,1.3,1.6,3.3,0.5,0.1,1,1.4,4.7
276,Eric Maynor\maynoer01,PG,22,UTA,26,2,14,2,5.1,0.391,0.2,0.9,0.208,1.8,4.2,0.431,0.41,1,1.3,0.758,0.4,1.1,1.5,3.1,0.5,0.1,1.1,1.3,5.2
276,Eric Maynor\maynoer01,PG,22,OKC,55,0,16.5,1.9,4.3,0.434,0.3,0.9,0.362,1.5,3.4,0.452,0.47,0.5,0.7,0.692,0.2,1.5,1.7,3.4,0.5,0.1,1,1.5,4.5
277,O.J. Mayo\mayooj01,SG,22,MEM,82,82,38,6.6,14.4,0.458,1.7,4.3,0.383,5,10.1,0.49,0.516,2.6,3.2,0.809,0.7,3,3.8,3,1.2,0.2,2.1,2.1,17.5
278,Luc Mbah a Moute\mbahalu01,PF,23,MIL,73,62,25.6,2.4,5.1,0.48,0.1,0.2,0.353,2.3,4.8,0.486,0.488,1.3,1.8,0.699,2.3,3.1,5.5,1.1,0.8,0.5,1,2.5,6.2
279,Antonio McDyess\mcdyean01,PF,35,SAS,77,50,21,2.7,5.6,0.479,0,0,0,2.7,5.5,0.481,0.479,0.5,0.7,0.632,1.9,4,5.9,1.1,0.6,0.4,1,1.9,5.8
280,JaVale McGee\mcgeeja01,C,22,WAS,60,19,16.1,2.6,5.1,0.508,0,0,0,2.6,5.1,0.51,0.508,1.2,1.9,0.638,1.5,2.6,4.1,0.2,0.3,1.7,0.9,2,6.4
281,Tracy McGrady*\mcgratr01,SG,30,TOT,30,24,22.4,3,7.8,0.387,0.5,2.1,0.25,2.5,5.7,0.439,0.421,1.6,2.1,0.746,0.7,2.4,3.1,3.3,0.5,0.5,1.5,1.3,8.2
281,Tracy McGrady*\mcgratr01,SG,30,HOU,6,0,7.7,1.2,3.2,0.368,0.2,0.3,0.5,1,2.8,0.353,0.395,0.7,1,0.667,0,0.8,0.8,1,0,0.3,0.2,0.3,3.2
281,Tracy McGrady*\mcgratr01,SG,30,NYK,24,24,26.1,3.5,9,0.389,0.6,2.6,0.242,2.9,6.4,0.448,0.424,1.8,2.4,0.754,0.9,2.8,3.7,3.9,0.6,0.5,1.8,1.6,9.4
282,Dominic McGuire\mcguido01,SF,24,TOT,51,2,6,0.4,1,0.365,0,0,,0.4,1,0.365,0.365,0,0.1,0,0.5,1.1,1.5,0.2,0.1,0.1,0.3,0.7,0.7
282,Dominic McGuire\mcguido01,SF,24,WAS,41,0,5.9,0.4,1,0.375,0,0,,0.4,1,0.375,0.375,0,0.1,0,0.4,1.1,1.5,0.2,0.1,0.1,0.2,0.8,0.7
282,Dominic McGuire\mcguido01,SF,24,SAC,10,2,6.7,0.4,1.2,0.333,0,0,,0.4,1.2,0.333,0.333,0,0.2,0,0.6,1.2,1.8,0.3,0.1,0.1,0.7,0.3,0.8
283,Josh McRoberts\mcrobjo01,C,22,IND,42,3,12.5,1.8,3.5,0.521,0.2,0.5,0.348,1.6,2.9,0.553,0.548,0.5,0.9,0.5,1,2.1,3,1,0.4,0.4,0.5,1.8,4.3
284,Jodie Meeks\meeksjo01,SG,22,TOT,60,0,12,1.7,4.5,0.388,0.7,2.2,0.318,1,2.3,0.456,0.466,0.5,0.7,0.795,0.2,1.5,1.7,0.7,0.3,0.1,0.4,0.9,4.7
284,Jodie Meeks\meeksjo01,SG,22,MIL,41,0,11.9,1.6,4.3,0.362,0.6,2,0.28,1,2.3,0.432,0.427,0.4,0.5,0.857,0.1,1.6,1.8,0.5,0.3,0.1,0.5,0.8,4.1
284,Jodie Meeks\meeksjo01,SG,22,PHI,19,0,12.3,2.1,4.8,0.44,1,2.6,0.38,1.1,2.2,0.512,0.544,0.7,0.9,0.722,0.2,1.2,1.4,0.9,0.3,0.1,0.3,1,5.9
285,Pops Mensah-Bonsu\mensapo01,PF,26,TOT,20,0,6,0.7,1.7,0.394,0,0,,0.7,1.7,0.394,0.394,0.7,1.2,0.542,0.8,1,1.8,0.2,0.2,0.5,0.5,1,2
285,Pops Mensah-Bonsu\mensapo01,PF,26,HOU,4,0,3.3,0.3,1,0.25,0,0,,0.3,1,0.25,0.25,0.8,1.5,0.5,0.3,0.8,1,0.3,0.3,0.3,0,0.8,1.3
285,Pops Mensah-Bonsu\mensapo01,PF,26,TOR,16,0,6.7,0.8,1.8,0.414,0,0,,0.8,1.8,0.414,0.414,0.6,1.1,0.556,0.9,1,1.9,0.1,0.2,0.5,0.6,1.1,2.1
286,C.J. Miles\milescj01,SF,22,UTA,63,28,23.8,3.8,8.9,0.429,1.2,3.4,0.341,2.7,5.5,0.484,0.495,1,1.5,0.695,0.7,2,2.7,1.7,0.9,0.3,1.3,3,9.9
287,Darko Miličić\milicda01,C,24,TOT,32,18,21.4,3.1,6.4,0.49,0,0,0,3.1,6.3,0.493,0.49,0.5,0.9,0.536,1.5,3.3,4.7,1.5,0.7,1.1,1.1,2.6,6.7
287,Darko Miličić\milicda01,C,24,NYK,8,0,8.9,1,2.1,0.471,0,0,,1,2.1,0.471,0.471,0,0,,0.6,1.6,2.3,0.5,0.5,0.1,0.3,0.9,2
287,Darko Miličić\milicda01,C,24,MIN,24,18,25.6,3.8,7.8,0.492,0,0,0,3.8,7.8,0.495,0.492,0.6,1.2,0.536,1.8,3.8,5.5,1.8,0.8,1.4,1.4,3.1,8.3
288,Andre Miller\millean02,PG,33,POR,82,66,30.5,4.9,11.1,0.445,0.2,1,0.2,4.7,10.1,0.469,0.454,3.9,4.8,0.821,1,2.3,3.2,5.4,1.1,0.1,2.1,2.1,14
289,Brad Miller\millebr01,C,33,CHI,82,37,23.8,3,7.1,0.43,0.5,1.6,0.28,2.6,5.5,0.474,0.462,2.2,2.7,0.827,1,3.9,4.9,1.9,0.5,0.4,1.3,2.3,8.8
290,Mike Miller\millemi01,SG,29,WAS,54,50,33.4,4,8,0.501,1.5,3.2,0.48,2.5,4.9,0.515,0.596,1.3,1.6,0.824,1,5.2,6.2,3.9,0.7,0.2,2.1,2.4,10.9
291,Patty Mills\millspa02,PG,21,POR,10,0,3.8,1,2.4,0.417,0.2,0.4,0.5,0.8,2,0.4,0.458,0.4,0.7,0.571,0.1,0.1,0.2,0.5,0,0,0.4,0.6,2.6
292,Paul Millsap\millspa01,PF,24,UTA,82,8,27.8,4.7,8.7,0.538,0,0.1,0.111,4.7,8.6,0.543,0.538,2.2,3.2,0.693,2.3,4.5,6.8,1.6,0.8,1.2,1.4,3.5,11.6
293,Nazr Mohammed\mohamna01,C,32,CHA,58,29,17,3.3,5.9,0.553,0,0,,3.3,5.9,0.553,0.553,1.4,2.2,0.648,2,3.3,5.2,0.5,0.3,0.7,0.9,1.8,7.9
294,Jamario Moon\moonja01,SF,29,CLE,61,2,17.2,1.9,4,0.462,0.5,1.6,0.32,1.3,2.4,0.558,0.526,0.6,0.7,0.8,0.4,2.7,3.1,0.8,0.6,0.5,0.4,1.1,4.9
295,Mikki Moore\mooremi01,C,34,GSW,23,20,17.7,2.3,3.9,0.6,0,0,,2.3,3.9,0.6,0.6,0.3,0.5,0.636,1.1,1.9,3,1.6,0.2,0.6,0.9,2.6,5
296,Randolph Morris\morrira01,PF,24,ATL,28,0,4.4,0.8,1.5,0.561,0,0,,0.8,1.5,0.561,0.561,0.6,1,0.593,0.4,1,1.4,0.1,0.2,0.1,0.4,1.2,2.2
297,Adam Morrison\morriad01,SF,25,LAL,31,0,7.8,1,2.7,0.376,0.2,0.7,0.238,0.9,2.1,0.422,0.406,0.2,0.3,0.625,0.3,0.7,1,0.6,0.1,0.1,0.3,0.5,2.4
298,Anthony Morrow\morroan01,SG,24,GSW,69,37,29.2,4.8,10.2,0.468,2,4.4,0.456,2.7,5.7,0.477,0.568,1.5,1.7,0.886,0.9,2.9,3.8,1.5,0.9,0.2,1.2,2.3,13
299,Byron Mullens\mulleby01,PF,20,OKC,13,0,4.2,0.5,1.5,0.368,0,0,,0.5,1.5,0.368,0.368,0,0,,0.2,0.5,0.8,0.1,0.2,0,0.3,1,1.1
300,Troy Murphy\murphtr01,PF,29,IND,72,69,32.6,5.3,11.3,0.472,1.8,4.6,0.384,3.6,6.7,0.533,0.551,2.1,2.7,0.798,1.8,8.4,10.2,2.1,1,0.5,1.4,2.4,14.6
301,Ronald Murray\murraro01,SG,30,TOT,75,2,22.3,3.6,9.1,0.392,0.9,2.9,0.312,2.7,6.2,0.431,0.443,1.9,2.6,0.727,0.4,2.1,2.4,1.8,0.6,0.2,1.2,1.7,9.9
301,Ronald Murray\murraro01,SG,30,CHA,46,1,21.6,3.5,8.9,0.389,0.9,2.8,0.313,2.6,6.1,0.425,0.439,2,2.8,0.71,0.3,1.8,2.1,1.8,0.6,0.3,1.4,1.7,9.9
301,Ronald Murray\murraro01,SG,30,CHI,29,1,23.4,3.7,9.4,0.397,1,3.1,0.311,2.8,6.3,0.44,0.449,1.7,2.2,0.762,0.4,2.5,2.9,1.8,0.6,0.1,0.9,1.7,10.1
302,Eduardo Nájera\najered01,PF,33,TOT,46,5,14.9,1.3,3.2,0.425,0.4,1.4,0.297,0.9,1.8,0.524,0.49,0.3,0.5,0.583,0.7,1.8,2.5,0.6,0.6,0.3,0.5,2,3.4
302,Eduardo Nájera\najered01,PF,33,NJN,13,2,15.7,1.5,4.1,0.377,0.2,1.3,0.176,1.3,2.8,0.472,0.406,0.5,0.9,0.5,0.9,2,2.9,1.2,0.7,0.2,0.9,2.5,3.8
302,Eduardo Nájera\najered01,PF,33,DAL,33,3,14.6,1.3,2.8,0.452,0.5,1.4,0.34,0.8,1.4,0.565,0.538,0.2,0.4,0.667,0.7,1.7,2.3,0.4,0.5,0.4,0.4,1.8,3.3
303,Steve Nash*\nashst01,PG,35,PHO,81,81,32.8,6.2,12.2,0.507,1.5,3.6,0.426,4.6,8.6,0.54,0.57,2.6,2.8,0.938,0.4,2.9,3.3,11,0.5,0.1,3.6,1.3,16.5
304,Jameer Nelson\nelsoja01,PG,27,ORL,65,64,28.6,4.9,10.9,0.449,1.3,3.5,0.381,3.6,7.4,0.481,0.51,1.5,1.8,0.845,0.4,2.6,3,5.4,0.7,0,2.1,2.3,12.6
305,Rasho Nesterović\nestera01,C,33,TOR,42,8,9.8,1.9,3.5,0.544,0,0,,1.9,3.5,0.544,0.544,0,0.1,0.2,0.9,1.2,2.1,0.6,0.2,0.4,0.4,1.3,3.9
306,Joakim Noah\noahjo01,C,24,CHI,64,54,30.1,4.1,8.1,0.504,0,0,,4.1,8.1,0.504,0.504,2.5,3.4,0.744,3.4,7.6,11,2.1,0.5,1.6,1.8,3.1,10.7
307,Andrés Nocioni\nocioan01,SF,30,SAC,75,28,19.7,3.1,7.8,0.399,1.3,3.3,0.386,1.8,4.5,0.408,0.48,0.9,1.3,0.717,0.4,2.5,3,1,0.4,0.3,0.9,2.1,8.5
308,Steve Novak\novakst01,SF,26,LAC,54,0,6.7,0.8,2,0.389,0.4,1.3,0.31,0.4,0.7,0.541,0.491,0.1,0.2,0.778,0,0.6,0.6,0.1,0.1,0,0,0.4,2.1
309,Dirk Nowitzki\nowitdi01,PF,31,DAL,81,80,37.5,8.9,18.5,0.481,0.6,1.5,0.421,8.3,17,0.487,0.498,6.6,7.2,0.915,1,6.7,7.7,2.7,0.9,1,1.8,2.6,25
310,Patrick O'Bryant\obryapa01,C,23,TOR,11,0,4.6,0.7,1.4,0.533,0,0.1,0,0.7,1.3,0.571,0.533,0.3,0.5,0.5,0.2,0.8,1,0.1,0.2,0.4,0.5,1.1,1.7
311,Jermaine O'Neal\onealje01,C,31,MIA,70,70,28.4,5.6,10.6,0.529,0,0,0,5.6,10.6,0.53,0.529,2.3,3.2,0.72,1.8,5.2,6.9,1.3,0.4,1.4,1.8,3,13.6
312,Shaquille O'Neal*\onealsh01,C,37,CLE,53,53,23.4,4.9,8.7,0.566,0,0,0,4.9,8.7,0.567,0.566,2.1,4.3,0.496,1.8,4.9,6.7,1.5,0.3,1.2,2,3.2,12
313,Fabricio Oberto\obertfa01,C,34,WAS,57,20,11.4,0.6,1,0.625,0,0,,0.6,1,0.625,0.625,0.2,0.3,0.765,0.6,1.2,1.8,0.9,0.2,0.2,0.6,2.1,1.5
314,Greg Oden\odengr01,C,22,POR,21,21,23.9,4.4,7.2,0.605,0,0,,4.4,7.2,0.605,0.605,2.3,3,0.766,3,5.4,8.5,0.9,0.4,2.3,1.9,4,11.1
315,Lamar Odom\odomla01,PF,30,LAL,82,38,31.5,4.2,9,0.463,0.7,2.2,0.319,3.5,6.8,0.51,0.502,1.7,2.5,0.693,2.2,7.5,9.8,3.3,0.9,0.7,1.8,2.8,10.8
316,Emeka Okafor\okafoem01,C,27,NOH,82,82,28.9,4.2,8,0.53,0,0,,4.2,8,0.53,0.53,1.9,3.3,0.562,3.1,6,9,0.7,0.7,1.5,1.4,2.7,10.4
317,Mehmet Okur\okurme01,C,30,UTA,73,73,29.4,4.9,10.6,0.458,1.1,2.9,0.385,3.7,7.7,0.486,0.511,2.7,3.3,0.82,1.8,5.2,7.1,1.6,0.5,1.1,1.7,3.1,13.5
318,Kevin Ollie\ollieke01,PG,37,OKC,25,0,10.5,0.7,1.8,0.4,0,0,0,0.7,1.8,0.409,0.4,0.3,0.3,1,0.1,0.9,1,0.8,0.4,0,0.2,0.6,1.8
319,Travis Outlaw\outlatr01,SF,25,TOT,34,6,21.5,3.2,8.3,0.391,1.2,3.1,0.381,2.1,5.2,0.398,0.463,1.4,1.7,0.831,1,2.6,3.6,1,0.5,0.5,0.9,1.3,9.1
319,Travis Outlaw\outlatr01,SF,25,POR,11,0,21,3.5,9.2,0.376,1.1,2.8,0.387,2.4,6.4,0.371,0.436,1.9,2.2,0.875,1.2,2.3,3.5,0.7,0.6,0.7,1.1,1.2,9.9
319,Travis Outlaw\outlatr01,SF,25,LAC,23,6,21.7,3.1,7.8,0.4,1.2,3.2,0.378,1.9,4.6,0.415,0.478,1.2,1.5,0.8,0.9,2.7,3.6,1.1,0.5,0.4,0.9,1.3,8.7
320,Zaza Pachulia\pachuza01,C,25,ATL,78,1,14,1.5,3.2,0.488,0,0.1,0,1.5,3.1,0.496,0.488,1.2,1.8,0.65,1.5,2.3,3.8,0.5,0.5,0.4,0.7,2.4,4.3
321,Jannero Pargo\pargoja01,PG,30,CHI,63,5,13.2,2.1,6,0.346,0.6,2.2,0.275,1.5,3.9,0.387,0.396,0.7,0.7,0.933,0.1,1.1,1.2,1.4,0.5,0,0.8,1.1,5.5
322,Anthony Parker\parkean01,SG,34,CLE,81,81,28.3,2.5,5.9,0.434,1.3,3.2,0.414,1.2,2.6,0.458,0.547,0.9,1.2,0.789,0.4,2.5,2.9,1.9,0.8,0.2,0.9,1.9,7.3
323,Tony Parker\parketo01,PG,27,SAS,56,50,30.9,6.2,12.8,0.487,0.2,0.6,0.294,6.1,12.2,0.497,0.494,3.3,4.4,0.756,0.1,2.3,2.4,5.7,0.5,0.1,2.7,1.7,16
324,Chris Paul\paulch01,PG,24,NOH,45,45,38,7,14.2,0.493,1.2,2.8,0.409,5.8,11.3,0.514,0.534,3.6,4.2,0.847,0.4,3.8,4.2,10.7,2.1,0.2,2.5,2.6,18.7
325,Sasha Pavlović\pavloal01,SF,26,MIN,71,0,12.4,1.5,4.2,0.363,0.5,1.7,0.297,1,2.6,0.407,0.422,0.1,0.4,0.385,0.2,1.5,1.6,0.8,0.3,0.1,0.7,1.2,3.7
326,Oleksiy Pecherov\pecheol01,C,24,MIN,44,5,10.2,1.8,4.3,0.41,0.3,1.2,0.269,1.4,3.1,0.463,0.447,0.7,0.7,0.906,0.7,2.1,2.8,0.3,0.2,0.3,0.7,1.3,4.5
327,Kendrick Perkins\perkike01,C,25,BOS,78,78,27.6,4,6.7,0.602,0,0,0,4,6.7,0.605,0.602,2.1,3.6,0.582,2,5.6,7.6,1,0.3,1.7,2.1,2.8,10.1
328,Morris Peterson\petermo01,SG,32,NOH,46,39,21.2,2.5,6.5,0.385,1.3,3.7,0.363,1.2,2.8,0.415,0.488,0.7,1.2,0.611,0.4,2.4,2.7,0.9,0.5,0.1,0.6,1.8,7.1
329,Johan Petro\petrojo01,C,24,DEN,36,16,12.1,1.5,2.8,0.535,0,0,0,1.5,2.8,0.54,0.535,0.4,0.6,0.667,0.9,2.7,3.6,0.4,0.3,0.4,0.6,2.2,3.4
330,Paul Pierce\piercpa01,SF,32,BOS,71,71,34,5.8,12.2,0.472,1.5,3.7,0.414,4.2,8.5,0.497,0.535,5.2,6.1,0.852,0.5,3.8,4.4,3.1,1.2,0.4,2.3,2.8,18.3
331,Mickaël Piétrus\pietrmi01,SF,27,ORL,75,24,22.5,3.1,7.2,0.432,1.5,4.1,0.379,1.6,3.1,0.502,0.54,0.9,1.5,0.633,0.5,2.3,2.9,0.7,0.7,0.4,0.9,1.8,8.7
332,James Posey\poseyja01,SF,33,NOH,77,2,22.5,1.6,4.5,0.365,1.1,3.1,0.335,0.6,1.3,0.437,0.483,0.9,1,0.825,0.4,3.9,4.3,1.5,0.5,0.2,0.7,2.6,5.2
333,Leon Powe\powele01,SF,26,CLE,20,2,11.8,1.1,2.5,0.429,0,0,,1.1,2.5,0.429,0.429,1.9,3.2,0.587,1,2.1,3.1,0,0.3,0.1,0.6,1.8,4
334,Josh Powell\poweljo01,PF,27,LAL,63,0,9.2,1.1,3.1,0.366,0.1,0.3,0.438,1,2.8,0.36,0.384,0.3,0.5,0.645,0.7,1.1,1.8,0.6,0.1,0.1,0.5,1.1,2.7
335,A.J. Price\priceaj01,PG,23,IND,56,2,15.4,2.6,6.3,0.41,1.1,3.1,0.345,1.5,3.2,0.472,0.494,1.1,1.3,0.8,0.2,1.4,1.6,1.9,0.6,0.1,1.1,0.9,7.3
336,Ronnie Price\pricero01,PG,26,UTA,60,4,13.4,1.6,4,0.405,0.3,1.1,0.286,1.3,3,0.447,0.442,0.7,1,0.695,0.5,0.8,1.2,2.1,0.7,0.2,0.9,1.8,4.3
337,Tayshaun Prince\princta01,SF,29,DET,49,49,34,5.8,11.8,0.486,0.6,1.5,0.37,5.2,10.3,0.503,0.509,1.4,2,0.714,1.4,3.6,5.1,3.3,0.7,0.4,1.2,1.6,13.5
338,Joel Przybilla\przybjo01,C,30,POR,30,9,22.7,1.5,2.9,0.523,0,0,,1.5,2.9,0.523,0.523,1.1,1.7,0.647,2.4,5.5,7.9,0.3,0.3,1.4,1.3,3.2,4.1
339,Chris Quinn\quinnch01,PG,26,NJN,25,0,8.9,0.8,2.2,0.357,0.4,1.3,0.313,0.4,1,0.417,0.446,0.2,0.2,1,0,0.6,0.6,1.2,0.4,0,0.4,0.6,2.2
340,Vladimir Radmanović\radmavl01,PF,29,TOT,41,20,21.7,2.5,6.7,0.377,0.7,2.6,0.278,1.8,4,0.442,0.432,0.5,0.7,0.741,1.2,3.1,4.3,1.1,0.7,0.2,1.1,2.4,6.2
340,Vladimir Radmanović\radmavl01,PF,29,CHA,8,0,16.6,1.8,5.3,0.333,0.9,2.8,0.318,0.9,2.5,0.35,0.417,0.5,0.8,0.667,1,2.6,3.6,0.9,0.4,0.1,0.6,2.3,4.9
340,Vladimir Radmanović\radmavl01,PF,29,GSW,33,20,23,2.7,7,0.385,0.7,2.6,0.267,2,4.4,0.455,0.435,0.5,0.6,0.762,1.3,3.2,4.5,1.2,0.8,0.2,1.2,2.4,6.6
341,Anthony Randolph\randoan01,C,20,GSW,33,8,22.7,4.2,9.4,0.443,0,0.2,0.2,4.1,9.2,0.447,0.445,3.3,4.1,0.801,2.2,4.3,6.5,1.3,0.8,1.5,1.5,2.8,11.6
342,Shavlik Randolph\randosh01,PF,26,TOT,6,0,8.8,1,3,0.333,0,0,,1,3,0.333,0.333,0.3,0.3,1,1.2,1.2,2.3,0.2,0.2,0.2,0.5,1.5,2.3
342,Shavlik Randolph\randosh01,PF,26,MIA,3,0,15.7,1.7,5,0.333,0,0,,1.7,5,0.333,0.333,0,0,,2.3,2,4.3,0,0.3,0.3,0.7,3,3.3
342,Shavlik Randolph\randosh01,PF,26,POR,3,0,2,0.3,1,0.333,0,0,,0.3,1,0.333,0.333,0.7,0.7,1,0,0.3,0.3,0.3,0,0,0.3,0,1.3
343,Zach Randolph\randoza01,PF,28,MEM,81,81,37.7,8,16.5,0.488,0.2,0.6,0.288,7.9,15.9,0.496,0.494,4.5,5.7,0.778,4.1,7.7,11.7,1.8,1,0.4,2.1,2.8,20.8
344,Theo Ratliff\ratlith01,C,36,TOT,49,29,16.5,1.4,3.1,0.461,0,0,,1.4,3.1,0.461,0.461,0.8,1,0.76,1.2,2,3.2,0.5,0.2,1.2,0.8,1.8,3.6
344,Theo Ratliff\ratlith01,C,36,SAS,21,3,8.7,0.8,1.7,0.444,0,0,,0.8,1.7,0.444,0.444,0.1,0.2,0.5,0.7,1.2,1.9,0.4,0.1,0.9,0.8,1.3,1.6
344,Theo Ratliff\ratlith01,C,36,CHA,28,26,22.3,1.9,4.1,0.466,0,0,,1.9,4.1,0.466,0.466,1.3,1.6,0.783,1.6,2.6,4.2,0.6,0.3,1.5,0.9,2.1,5.1
345,Michael Redd\reddmi01,SG,30,MIL,18,12,27.3,4.2,11.8,0.352,1,3.3,0.3,3.2,8.5,0.373,0.394,2.6,3.7,0.712,0.6,2.4,3,2.2,1.1,0.1,0.8,1.3,11.9
346,J.J. Redick\redicjj01,SG,25,ORL,82,9,22,3,6.7,0.439,1.4,3.3,0.405,1.6,3.4,0.473,0.54,2.3,2.7,0.86,0.2,1.7,1.9,1.9,0.3,0,0.8,1.4,9.6
347,Chris Richard\richach01,PF,25,CHI,18,0,12.4,0.8,1.6,0.517,0,0,,0.8,1.6,0.517,0.517,0.4,0.6,0.636,1.1,2.2,3.3,0.4,0.4,0.2,0.8,2.8,2.1
348,Jason Richardson\richaja01,SG,29,PHO,79,76,31.5,6,12.6,0.474,2,5.1,0.393,4,7.6,0.528,0.553,1.7,2.3,0.739,1,4.1,5.1,1.8,0.8,0.4,1.2,2.1,15.7
349,Quentin Richardson\richaqu01,SF,29,MIA,76,75,27.4,3.2,7.4,0.431,1.9,4.7,0.397,1.3,2.7,0.493,0.558,0.7,0.9,0.732,0.8,4.1,4.9,1.2,0.9,0.2,0.8,2.2,8.9
350,Luke Ridnour\ridnolu01,PG,28,MIL,82,0,21.5,4,8.4,0.478,0.8,2.2,0.381,3.2,6.2,0.513,0.528,1.5,1.7,0.907,0.3,1.5,1.7,4,0.7,0.1,1.3,2.2,10.4
351,Nate Robinson\robinna01,PG,25,TOT,56,2,19.9,3.8,8.8,0.436,1.6,4,0.39,2.3,4.8,0.474,0.524,0.9,1.2,0.746,0.5,1.5,2,2.9,0.9,0.1,1.3,2.1,10.1
351,Nate Robinson\robinna01,PG,25,NYK,30,2,24.4,5.1,11.2,0.452,1.7,4.5,0.375,3.4,6.7,0.505,0.528,1.4,1.8,0.778,0.8,1.6,2.4,3.7,0.9,0.2,1.8,2.2,13.2
351,Nate Robinson\robinna01,PG,25,BOS,26,0,14.7,2.4,6,0.401,1.4,3.3,0.414,1,2.7,0.386,0.516,0.3,0.5,0.615,0.2,1.3,1.5,2,0.8,0,0.8,1.9,6.5
352,Sergio Rodríguez\rodrise01,PG,23,TOT,66,8,15.9,2.5,5.3,0.476,0.5,1.4,0.352,2,3.9,0.519,0.521,1,1.4,0.731,0.4,1,1.3,3.2,0.8,0.1,1.7,1.3,6.6
352,Sergio Rodríguez\rodrise01,PG,23,SAC,39,0,13.3,2.3,4.9,0.463,0.4,1.1,0.357,1.9,3.8,0.493,0.503,1.1,1.6,0.694,0.4,0.9,1.3,3.1,0.7,0.1,1.5,1.2,6
352,Sergio Rodríguez\rodrise01,PG,23,NYK,27,8,19.7,2.9,6,0.491,0.6,1.8,0.347,2.3,4.1,0.554,0.543,0.9,1.1,0.806,0.3,1.1,1.4,3.4,0.8,0.1,2,1.4,7.4
353,Rajon Rondo\rondora01,PG,23,BOS,81,81,36.6,5.7,11.2,0.508,0.2,1,0.213,5.5,10.2,0.536,0.517,2.2,3.5,0.621,1.2,3.2,4.4,9.8,2.3,0.1,3,2.4,13.7
